move_name,filename,move_duration_frames,package,category,is_neutral,is_mirror,move_soma_uniform_path,move_soma_uniform_shape_path,move_soma_proportional_path,move_soma_proportional_shape_path,move_g1_path,take_name,take_actor,take_org_name,take_date,take_day_part,content_name,content_natural_desc_1,content_natural_desc_2,content_natural_desc_3,content_natural_desc_4,content_technical_description,content_short_description,content_short_description_2,content_all_rigplay_styles,content_uniform_style,content_type_of_movement,content_body_position,content_horizontal_move,content_vertical_move,content_props,content_complex_action,content_repeated_action,actor_uid,actor_height,actor_height_cm,actor_foot_cm,actor_collarbone_height_cm,actor_collarbone_span_cm,actor_elbow_span_cm,actor_wrist_span_cm,actor_shoulder_span_cm,actor_hips_height_cm,actor_hips_bones_span_cm,actor_knee_height_cm,actor_ankle_height_cm,actor_weight_kg,actor_age_yr,actor_gender,actor_profession
jump_to_shoulder_roll_R_003__A305,jump_to_shoulder_roll_R_003__A305,589,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_to_shoulder_roll_R_003__A305.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_to_shoulder_roll_R_003__A305.bvh,soma_shapes/soma_proportion_fit_mhr_params/A305.npz,g1/csv/230324/jump_to_shoulder_roll_R_003__A305.csv,jump_to_shoulder_roll_R_003,A305,jump_to_shoulder_roll_R_003,230324,_1,jump_to_shoulder_roll_R,person jumps from a height into a shoulder roll,person jumps from a height and rolls on their shoulder,person jumps off a one meter high surface and rolls over the shoulder upon landing,A person standing on the edge of a platform with their hands placed on the railings jumps off and rolls over their right shoulder and then stands idle.,jump from 1m into shoulder roll,jump off with roll,jump to shoulder roll,neutral,neutral,"jumping, rolling",standing,1,1,scaffolding; foam pad,0,0,A305,M,167,25,141,36,87,127,164,97,28,53,10,56,30,F,stuntman
jump_over_obstacle_0_75m_R_002__A415,jump_over_obstacle_0_75m_R_002__A415,553,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_over_obstacle_0_75m_R_002__A415.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_over_obstacle_0_75m_R_002__A415.bvh,soma_shapes/soma_proportion_fit_mhr_params/A415.npz,g1/csv/230531/jump_over_obstacle_0_75m_R_002__A415.csv,jump_over_obstacle_0_75m_R_002,A415,jump_over_obstacle_0_75m_R_002,230531,_2,jump_over_obstacle_0_75m_R,"someone clears a 75 cm obstacle with a swift jump, using their right hand for support",character jumps over a 075-meter obstacle in one swift move,swiftly jump over a 075 meter obstacle,A person gently starts to jog forward in short strides to effortlessly jump over an obstacle and stands upright facing forward.,"jump over an obstacle of 75 cm height, right hand on obstacle, jump in one swift movement",jump over obstacle 075m,jump over obstacle 0 75m,neutral,neutral,jumping,standing,1,1,75cm box,0,0,A415,M,165,22,139,36,88,130,164,99,29,48,9,60,25,F,professional
toxic_gas_loop_R_001__A470,toxic_gas_loop_R_001__A470,1253,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/toxic_gas_loop_R_001__A470.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/toxic_gas_loop_R_001__A470.bvh,soma_shapes/soma_proportion_fit_mhr_params/A470.npz,g1/csv/231009/toxic_gas_loop_R_001__A470.csv,toxic_gas_loop_R_001,A470,toxic_gas_loop_R_001,231009,_1,toxic_gas_loop_R,character is suffocating with toxic gas,"person suffocates with toxic gas, struggling for breath",character is experiencing difficulty breathing due to poisonous gas,"A person, suffocating from toxic gas, touches their neck with their right hand, struggling for breath.","coughing, waving hands panicky, rubbing eyes, covering mouth, ",suffocating with toxic gas,toxic gas loop,neutral,neutral,toxic gas action,"standing, leaning",0,0,0,0,0,A470,M,168,28,140,28,97,132,170,98,29,52,11,62,28,F,actor
postmortem_convulsions_stomach_start_R_001__A469,postmortem_convulsions_stomach_start_R_001__A469,1018,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231009/postmortem_convulsions_stomach_start_R_001__A469.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231009/postmortem_convulsions_stomach_start_R_001__A469.bvh,soma_shapes/soma_proportion_fit_mhr_params/A469.npz,g1/csv/231009/postmortem_convulsions_stomach_start_R_001__A469.csv,postmortem_convulsions_stomach_start_R_001,A469,postmortem_convulsions_stomach_start_R_001,231009,_1,postmortem_convulsions_stomach_start_R,beginning of after death body convulsions on stomach,onset of post-mortem convulsions while lying on the stomach,start of post-mortality convulsions in prone position,A dead person is experiencing convulsions while lying face down on the ground.,"begin body convulsions after death, lying on the stomach",dead body convulsions on stomach start,postmortem convulsions stomach start,neutral,neutral,lying down,lying on the floor,0,1,0,0,0,A469,M,166,28,137,29,95,129,169,99,30,52,11,55,26,F,actor
jump_over_obstacle_1_5m_R_002__A304,jump_over_obstacle_1_5m_R_002__A304,799,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_over_obstacle_1_5m_R_002__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_over_obstacle_1_5m_R_002__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/jump_over_obstacle_1_5m_R_002__A304.csv,jump_over_obstacle_1_5m_R_002,A304,jump_over_obstacle_1_5m_R_002,230324,_2,jump_over_obstacle_1_5m_R,"person jumps over a 1,5m obstacle in a smooth way","person makes a smooth high jump over a 1,5-meter obstacle using their right hand for support","quickly jumping over a 1,5-meter-high obstacle",A person runs at a moderate pace and jumps over a 1. 5-meter obstacle while holding onto it.,"jump over an obstacle of 150 cm height, right hand on obstacle, jump in one swift movement","jump over obstacle 1,5m",jump over obstacle 1 5m,neutral,neutral,jumping,standing,1,1,150cm box,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
monkey_jump_101__A305,monkey_jump_101__A305,592,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/monkey_jump_101__A305.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/monkey_jump_101__A305.bvh,soma_shapes/soma_proportion_fit_mhr_params/A305.npz,g1/csv/230324/monkey_jump_101__A305.csv,monkey_jump_101,A305,monkey_jump_101,230324,_2,monkey_jump,perform a monkey-like leap over a 075m object,performs a symmetrical vault over a 075m object mimicking a monkey's jump,"individual is jumping over a 075m object, almost like a monkey",A person quickly runs forward and high jumps over an obstacle like a monkey.,"vault object with legs between hands parallel, object is 075m, legs and arms symmetrical",jumping like a monkey,monkey jump,neutral,neutral,gesture,standing,1,1,50cm box,0,0,A305,M,167,25,141,36,87,127,164,97,28,53,10,56,30,F,stuntman
monkey_jump_005__A416,monkey_jump_005__A416,567,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/monkey_jump_005__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/monkey_jump_005__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/monkey_jump_005__A416.csv,monkey_jump_005,A416,monkey_jump_005,230531,_2,monkey_jump,perform a monkey-like leap over a 075m object,performs a symmetrical vault over a 075m object mimicking a monkey's jump,"individual is jumping over a 075m object, almost like a monkey","A person moves by crouching down, springing up with bent arms and legs in a hopping motion resembling a monkey.","vault object with legs between hands parallel, object is 075m, legs and arms symmetrical",jumping like a monkey,monkey jump,neutral,neutral,gesture,standing,1,1,50cm box,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
jump_over_obstacle_0_75m_R_001__A415,jump_over_obstacle_0_75m_R_001__A415,609,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_over_obstacle_0_75m_R_001__A415.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_over_obstacle_0_75m_R_001__A415.bvh,soma_shapes/soma_proportion_fit_mhr_params/A415.npz,g1/csv/230531/jump_over_obstacle_0_75m_R_001__A415.csv,jump_over_obstacle_0_75m_R_001,A415,jump_over_obstacle_0_75m_R_001,230531,_2,jump_over_obstacle_0_75m_R,"someone clears a 75 cm obstacle with a swift jump, using their right hand for support",character jumps over a 075-meter obstacle in one swift move,swiftly jump over a 075 meter obstacle,A person gently starts to jog forward in short strides to effortlessly jump over an obstacle and stands upright facing forward.,"jump over an obstacle of 75 cm height, right hand on obstacle, jump in one swift movement",jump over obstacle 075m,jump over obstacle 0 75m,neutral,neutral,jumping,standing,1,1,75cm box,0,0,A415,M,165,22,139,36,88,130,164,99,29,48,9,60,25,F,professional
jump_off_front_50cm_R_101__A416,jump_off_front_50cm_001__A416,344,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_off_front_50cm_001__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_off_front_50cm_001__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/jump_off_front_50cm_001__A416.csv,jump_off_front_50cm_R_101,A416,jump_off_front_50cm_001,230531,_2,jump_off_front_50cm_R,make a front leap off a platform 50 cm high with the right foot leading,initiate a frontward jump off the edge of a half meter box,"perform a natural frontward jump off a 50 cm box, leading with the right foot",A person standing on a platform jumps off a 50 cm platform and lands on the ground.,"jump naturally off 0, 5m box, jump to front, right leg first",front jump off 50 cm,jump off front 50cm,neutral,neutral,jumping,standing,1,1,50cm box,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
ladder_climbing_stepdown_R_001__A300,ladder_climbing_stepdown_R_001__A300,329,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230323/ladder_climbing_stepdown_R_001__A300.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230323/ladder_climbing_stepdown_R_001__A300.bvh,soma_shapes/soma_proportion_fit_mhr_params/A300.npz,g1/csv/230323/ladder_climbing_stepdown_R_001__A300.csv,ladder_climbing_stepdown_R_001,A300,ladder_climbing_stepdown_R_001,230323,_2,ladder_climbing_stepdown_R,person gets off a ladder and steps down,character steps off a ladder ending on the ground level,stepping off a ladder after a descent,A person climbs down the ladder and stands upright.,"step off ladder, in front ladder, end on floor level",step down at the end of climbing down the ladder,ladder climbing stepdown,neutral,neutral,climbing ladder,standing on ladder,1,1,ladder,0,0,A300,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
flip_090_001__A304,flip_090_001__A304,863,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/flip_090_001__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/flip_090_001__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/flip_090_001__A304.csv,flip_090_001,A304,flip_090_001,230324,_1,flip_090,execute a left side flip,character performs a flip towards the left,an animated character performs a side flip to the left,A person jogs forward and performs a side flip.,character does a flip to the left,left side flip,flip 090,neutral,neutral,flipping,"standing, flipping",1,1,foam pad,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
jump_off_1m_R_102__A416,jump_off_1m_R_102__A416,446,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230531/jump_off_1m_R_102__A416.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230531/jump_off_1m_R_102__A416.bvh,soma_shapes/soma_proportion_fit_mhr_params/A416.npz,g1/csv/230531/jump_off_1m_R_102__A416.csv,jump_off_1m_R_102,A416,jump_off_1m_R_102,230531,_2,jump_off_1m_R,perform a natural jump off a one-meter platform with right foot leading,"person jumps off a one meter box, leading with their right leg","character jumping off a 1 meter high box, leading with the right leg",A person standing straight on an elevated platform jumps down and lands to stand upright.,"jump naturally off 1m box, right leg first",jump off 1 meter,jump off 1m,neutral,neutral,jumping,standing,1,1,100cm box,0,0,A416,M,172,24,144,35,90,136,175,98,28,50,9,73,25,M,professional
stair_slide_down_R_003__A304,stair_slide_down_R_003__A304,616,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/stair_slide_down_R_003__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/stair_slide_down_R_003__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/stair_slide_down_R_003__A304.csv,stair_slide_down_R_003,A304,stair_slide_down_R_003,230324,_2,stair_slide_down_R,"sliding down very steep set of stairs, much like one would find in an attic","sliding down very steep, approximately 45-degree angled, attic stairs",sliding down extremely steep stairs at about a 45-degree angle,The person smoothly slides down a set of stairs and then steps forward to transition to a straight standing position.,"sliding down really steep stairs, ",sliding down the stairs,stair slide down,neutral,neutral,climbing stairs,"standing, sitting",0,0,stairs,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
jump_from_box_to_safety_roll_360_R_001__A502,jump_form_box_to_safety_roll_360_R_001__A502,671,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231110/jump_form_box_to_safety_roll_360_R_001__A502.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231110/jump_form_box_to_safety_roll_360_R_001__A502.bvh,soma_shapes/soma_proportion_fit_mhr_params/A502.npz,g1/csv/231110/jump_form_box_to_safety_roll_360_R_001__A502.csv,jump_from_box_to_safety_roll_360_R_001,A502,jump_form_box_to_safety_roll_360_R_001,231110,_1,jump_from_box_to_safety_roll_360_R,"character jumps backwards from the box, then performs safety roll backwards during landing","person jumps backward from the box, then expertly executes a safety roll backward during landing",character jumps backward from the box and proficiently rolls backward to ensure a safe landing,"A person jumps back from a box, rolls back, and lands safely. They later stand at a place.","neutral standing position, jumping backwards from the box, then performing safety roll backwards during landing","jumps backwards from the box, then performs safety roll backwards during landing",jump from box to safety roll 360,neutral,neutral,running,standing,1,0,50cm box; safety pad,0,0,A502,T,181,27,151,40,88,133,174,110,28,56,11,64,26,F,actor
jump_from_box_to_safety_roll_270_R_003__A500,jump_form_box_to_safety_roll_270_R_003__A500,564,Locomotion,Stunts,1.0,False,soma_uniform/bvh/231110/jump_form_box_to_safety_roll_270_R_003__A500.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231110/jump_form_box_to_safety_roll_270_R_003__A500.bvh,soma_shapes/soma_proportion_fit_mhr_params/A500.npz,g1/csv/231110/jump_form_box_to_safety_roll_270_R_003__A500.csv,jump_from_box_to_safety_roll_270_R_003,A500,jump_form_box_to_safety_roll_270_R_003,231110,_1,jump_from_box_to_safety_roll_270_R,"character jumps to the right from the box, then performs safety roll to the right during landing","person jumps to the right from the box, then executes a precise safety roll to the right during landing",character jumps to the right side from the box and executes a precise safety roll while landing,"A person standing on a platform jumps to their right, rolls on their back to their right, and then stands upright.","neutral standing position, jumping to the right from the box, then performing safety roll to the right during landing","jumps to the right from the box, then performs safety roll to the right during landing",jump from box to safety roll 270,neutral,neutral,"jumping, rolling",standing,1,1,50cm box; safety pad,0,0,A500,M,171,26,142,37,89,134,172,103,29,49,10,61,28,F,actor
jump_to_shoulder_roll_R_001__A304,jump_to_shoulder_roll_R_001__A304,565,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230324/jump_to_shoulder_roll_R_001__A304.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230324/jump_to_shoulder_roll_R_001__A304.bvh,soma_shapes/soma_proportion_fit_mhr_params/A304.npz,g1/csv/230324/jump_to_shoulder_roll_R_001__A304.csv,jump_to_shoulder_roll_R_001,A304,jump_to_shoulder_roll_R_001,230324,_1,jump_to_shoulder_roll_R,person jumps from a height into a shoulder roll,person jumps from a height and rolls on their shoulder,person jumps off a one meter high surface and rolls over the shoulder upon landing,"The person jumps down, rolls forward on the ground, and stands up in an upright stance.",jump from 1m into shoulder roll,jump off with roll,jump to shoulder roll,neutral,neutral,"jumping, rolling",standing,1,1,scaffolding; foam pad,0,0,A304,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
stairs_climbing_jog_down_loop_R_003__A300,stairs_climbing_jog_down_loop_R_003__A300,368,Locomotion,Stunts,1.0,False,soma_uniform/bvh/230323/stairs_climbing_jog_down_loop_R_003__A300.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/230323/stairs_climbing_jog_down_loop_R_003__A300.bvh,soma_shapes/soma_proportion_fit_mhr_params/A300.npz,g1/csv/230323/stairs_climbing_jog_down_loop_R_003__A300.csv,stairs_climbing_jog_down_loop_R_003,A300,stairs_climbing_jog_down_loop_R_003,230323,_1,stairs_climbing_jog_down_loop_R,mimic running down a staircase,person jogging down the stairs,mimic person energetically jogging down a flight of stairs,A person is jogging down the stairs while swaying their arms and halts to stand still while facing forward.,"move downward, jogging down the stairs",jogging down the stairs,stairs climbing jog down loop,neutral,neutral,"jogging, climbing stairs",standing,1,1,stairs,0,0,A300,M,177,28,146,38,100,146,186,100,31,55,11,88,33,M,stuntman
walk_big_dog_ff_180_loop_R_002__A494,walk_big_dog_ff_180_loop_R_002__A494,353,Everyday,Unusual Locomotion,1.0,False,soma_uniform/bvh/231024/walk_big_dog_ff_180_loop_R_002__A494.bvh,soma_shapes/soma_base_fit_mhr_params.npz,soma_proportional/bvh/231024/walk_big_dog_ff_180_loop_R_002__A494.bvh,soma_shapes/soma_proportion_fit_mhr_params/A494.npz,g1/csv/231024/walk_big_dog_ff_180_loop_R_002__A494.csv,walk_big_dog_ff_180_loop_R_002,A494,walk_big_dog_ff_180_loop_R_002,231024,_1,walk_big_dog_ff_180_loop_R,character walks forward with a big dog,"person walks forward with a big dog, their presence commanding attention","with a strong presence, character walks forward with a big dog","A person walks forward while holding the leash of a large, energetic dog.","walking the big dog on the leash holding it in right hand, walking forward",walks forward with a big dog,walk big dog ff 180 loop,neutral,neutral,walking,standing,1,0,0,0,0,A494,M,180,30,148,35,98,145,183,98,29,56,10,83,26,M,actor
